Classifier;Rounds;Precision;Recall;F-score;Support;Accuracy;Next version;
svm;25;0.9720930232558139;1.0;0.9858490566037736;209.0;0.9755102040816327;rel/release-3.0.0-alpha2;
svm;26;0.9720930232558139;1.0;0.9858490566037736;209.0;0.9754098360655737;release-2.5.2;
svm;27;0.9719626168224299;1.0;0.985781990521327;208.0;0.9753086419753086;release-2.8.0-RC1;
svm;28;0.9719626168224299;1.0;0.985781990521327;208.0;0.9752066115702479;YARN-5355_branch2-2017-08-31;
svm;29;0.9719626168224299;1.0;0.985781990521327;208.0;0.975103734439834;release-2.6.0-rc0;
svm;30;0.971830985915493;1.0;0.9857142857142858;207.0;0.975;release-2.4.1-rc0;
svm;31;0.9716981132075472;1.0;0.985645933014354;206.0;0.9748953974895398;release-2.9.0-RC3;
svm;32;0.9716981132075472;1.0;0.985645933014354;206.0;0.9747899159663865;YARN-2928-2016-07-10;
svm;33;0.9716981132075472;1.0;0.985645933014354;206.0;0.9746835443037974;release-2.4.1;
svm;34;0.9715639810426541;1.0;0.9855769230769231;205.0;0.9745762711864406;YARN-5355_branch2-2017-10-14;
svm;35;0.9715639810426541;1.0;0.9855769230769231;205.0;0.9744680851063829;release-2.6.3-RC0;
svm;36;0.9714285714285714;1.0;0.9855072463768115;204.0;0.9743589743589743;rel/release-2.8.3;
svm;37;0.9714285714285714;1.0;0.9855072463768115;204.0;0.9742489270386266;rel/release-2.6.4;
svm;38;0.9712918660287081;1.0;0.9854368932038834;203.0;0.9741379310344828;release-2.6.4-RC0;
svm;39;0.9711538461538461;1.0;0.9853658536585366;202.0;0.974025974025974;rel/release-2.8.2;
svm;40;0.9711538461538461;1.0;0.9853658536585366;202.0;0.9739130434782609;release-2.7.5-RC0;
svm;41;0.9710144927536232;1.0;0.9852941176470589;201.0;0.9737991266375546;release-2.6.5-RC0;
svm;42;0.970873786407767;1.0;0.9852216748768473;200.0;0.9736842105263158;release-2.7.3-RC2;
svm;43;0.9707317073170731;1.0;0.9851485148514851;199.0;0.973568281938326;release-0.14.3;
svm;44;0.9705882352941176;1.0;0.9850746268656716;198.0;0.9734513274336283;release-2.9.0-RC0;
svm;45;0.9705882352941176;1.0;0.9850746268656716;198.0;0.9733333333333334;release-3.0.1-RC0;
svm;46;0.9705882352941176;1.0;0.9850746268656716;198.0;0.9732142857142857;release-2.5.0;
svm;47;0.9704433497536946;1.0;0.985;197.0;0.9730941704035875;release-2.6.0-rc1;
svm;48;0.9702970297029703;1.0;0.9849246231155778;196.0;0.972972972972973;rel/release-3.0.0;
svm;49;0.9702970297029703;1.0;0.9849246231155778;196.0;0.9728506787330317;rel/release-2.8.1;
